lon,lat,cap,kind,name,roof_m2,n_buildings,site_m2
77.19995207694912,28.552721757154078,342,school,,1196.8010090773435,2,245
77.20030374999999,28.55281324999999,537,school,,1880.8528725027477,2,1492
77.19503312840571,28.554171979295283,2570,school,,8993.536547248474,1,273
77.2014366960036,28.56040314741694,899,school,Gargi Sarvodaya Kanya Vidyalaya,3148.233731809638,5,4354
77.19730670000001,28.562504000000004,7397,school,Guru Harkrishan Public School,25888.944918907393,1,362
77.19417672224044,28.562358239720957,220,school,,770.7184989532509,1,343
77.1946944355006,28.562524817708997,109,public,,382.8862582678911,1,351
77.19785772073882,28.566229936369073,848,school,Ambience Public School,2968.083591173901,1,6627
77.19927011775088,28.56638416485583,1009,college,National Disaster Management Authority,3531.723803294653,6,6334
77.1941949847481,28.566565086702134,580,school,Green Fields School,2028.9837903100035,3,7600
77.19690815325205,28.572677251040787,545,school,Vinay Nagar Bengali Sr. Sec School,1907.7079112382626,4,6688
77.19635999611644,28.57480162227673,2332,school,Government Sarvodaya Kanya Vidyalaya Number 1,8162.119560307691,8,25156
77.19737337504884,28.57586274311722,168,public,,588.1672797379501,1,20
77.19480559512499,28.57587667171686,207,public,,725.2150004093111,1,575
77.19486302032557,28.576695983188493,113,school,Bharat Sevak Samaj Public School,395.87669564124644,2,2173
77.19484232468707,28.57723290691205,490,school,New Delhi Municipal Corporation School,1714.0674715598896,4,4329
77.1945819415138,28.58252030566203,1050,school,Navy Children school,3673.2652899027457,3,3148
